CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
190054638,ALL OTHER,6274,LITTERING ON PUBLIC OR PRIVATE PROPERTY,B,E UNIVERSITY AVE & GREENWOOD AVE,ANN ARBOR,2019-11-30 09:39:00,OTHER - MICR OFFENSES,-83.73569239882204,42.26957919988757
190054628,ALL OTHER,6274,LITTERING ON PUBLIC OR PRIVATE PROPERTY,B,E UNIVERSITY AVE & MICHIGAN AVE,ANN ARBOR,2019-11-30 09:27:00,OTHER - MICR OFFENSES,-83.73629559901491,42.26832190131671
190055198,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,500 BLOCK E WASHINGTON ST,ANN ARBOR,2019-12-03 13:26:30,DAMAGE TO PROPERTY,-83.74260130093893,42.279972299671044
190055256,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2300 BLOCK ARROWWOOD TRL,ANN ARBOR,2019-12-03 18:06:00,ASSAULT - SIMPLE,-83.73324689993154,42.30715090047727
190055319,POCKETPICKING,2301,LARCENY - POCKET PICKING,A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-12-02 16:00:00,LARCENY - ALL OTHER,-83.74599350127107,42.24165980038822
190055305,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,PACKARD ST & E STADIUM BLVD,ANN ARBOR,2019-12-04 07:53:00,OUI OF LIQUOR / DRUGS,-83.72987859968629,42.2607714998677
190055285,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK MAYNARD ST,ANN ARBOR,2019-12-03 23:59:00,PUBLIC PEACE,-83.74217549939095,42.278938299912
190055261,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,GRANGER AVE & PACKARD ST,ANN ARBOR,2019-12-03 18:42:00,OUI OF LIQUOR / DRUGS,-83.73357110011017,42.26435370089058
190055318,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,400 BLOCK EAST WASHINGTON,ANN ARBOR,2019-11-07 09:07:30,FRAUD,-83.74358699852235,42.28045199941499
190055264,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,400 BLOCK E LIBERTY ST,ANN ARBOR,2019-12-03 19:32:00,PUBLIC PEACE,-83.7438133003451,42.27958500026307
190055401,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,2600 BLOCK ARROWWOOD TRAIL,ANN ARBOR,2019-12-04 01:00:00,FORGERY / COUNTERFEITING,-83.72943960009036,42.30818340023086
190055326,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,400 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-28 10:15:00,FRAUD,-83.74631279943185,42.24029690143351
190055391,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-11-13 20:52:00,FRAUD,-83.74734700019161,42.23884000113702
190042646,ALL OTHER,7402,PROWLER,B,3600 BLOCK CA CANNY,ANN ARBOR,2019-09-24 03:34:00,OTHER - MICR OFFENSES,-83.68713279928647,42.23865800147536
190055325,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,100 BLOCK FIELDCREST ST,ANN ARBOR,2019-10-31 10:14:00,FRAUD,-83.75110770086343,42.25170320090041
190055394,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S MAIN ST,ANN ARBOR,2019-12-04 15:17:00,TRESPASSING / INVASION OF PRIVACY,-83.74881490052809,42.279463600821714
190055334,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK S MAPLE RD,ANN ARBOR,2019-12-04 09:20:00,LARCENY - ALL OTHER,-83.7812972006156,42.27615589979678
190042647,ALL OTHER,7402,PROWLER,B,3200 BLOCK PLATT RD,ANN ARBOR,2019-09-24 02:45:00,OTHER - MICR OFFENSES,-83.70038000144586,42.241075400263696
190055336,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,2200 BLOCK E STADIUM BLVD,ANN ARBOR,2019-12-04 10:53:30,INTIMIDATION / STALKING,-83.7169714997633,42.26190190097719
190055371,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,600 BLOCK W STADIUM BLVD,ANN ARBOR,2019-12-03 09:50:00,LARCENY - ALL OTHER,-83.75548199876596,42.263921700320054
190054757,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,3200 BLOCK WASHTENAW AVE,ANN ARBOR,2019-11-30 15:45:00,INTIMIDATION / STALKING,-83.69706510039475,42.25813540028429
190055374,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2600 BLOCK WHITE OAK DR,ANN ARBOR,2019-12-02 16:37:30,BURGLARY - RESIDENTIAL,-83.76993380030461,42.3102762008391
190055438,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,600 BLOCK W STADIUM BLVD,ANN ARBOR,2019-12-04 11:00:00,ASSAULT - SIMPLE,-83.75548199876596,42.263921700320054
190054308,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,3600 BLOCK PLYMOUTH RD,ANN ARBOR TWP,2019-11-27 21:12:00,LARCENY - RETAIL FRAUD,-83.69109889870498,42.30598390023471
190055480,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,1900 BLOCK S INDUSTRIAL HWY,ANN ARBOR,2019-12-04 23:55:00,BURGLARY - ALL OTHER,-83.73863619952402,42.258348200057924
190055458,ALL OTHER,5012,PROBATION VIOLATION,B,2800 BLOCK BURTON RD,ANN ARBOR,2019-12-05 00:10:00,OBSTRUCTING JUSTICE,-83.68516689913957,42.2467589999261
190055481,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3400 BLOCK BURBANK DR,ANN ARBOR,2019-12-05 07:06:00,ASSAULT - SIMPLE,-83.6904783994492,42.316578299750006
190055435,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK E MADISON ST,ANN ARBOR,2019-12-04 08:40:00,LARCENY - FROM AUTO (LFA),-83.74583119968105,42.273952999788264
190055576,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-12-05 16:00:00,LARCENY - RETAIL FRAUD,-83.74599350127107,42.24165980038822
190055575,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK CARDINAL AVE,ANN ARBOR,2019-12-05 15:57:30,ASSAULT - SIMPLE,-83.70652000076751,42.24135300027291
190055514,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2019-12-01 21:00:00,ASSAULT - SIMPLE,-83.71492200031247,42.24386890041927
190055165,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,600 BLOCK N FIFTH AVE,ANN ARBOR,2019-12-03 02:00:00,LARCENY - FROM AUTO (LFA),-83.74588310086972,42.28660340077806
190052203,LIQUOR LAW VIOLATION,4103,"LIQUOR - TRANSPORT (OPEN CONTAINER, ETC)",B,HILL ST & E UNIVERSITY AVE,ANN ARBOR,2019-11-16 08:56:00,LIQUOR LAW VIOLATION,-83.73575600105323,42.27205909990312
190055535,ALL OTHER,5560,DOG LAW VIOLATIONS,B,300 BLOCK HUNTINGTON DR,ANN ARBOR,2019-12-05 13:11:00,HEALTH AND SAFETY,-83.71007489869112,42.27730949999062
190055590,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK N MAPLE RD,ANN ARBOR,2019-12-05 17:26:00,LARCENY - RETAIL FRAUD,-83.78156689859605,42.28485300041456
190055555,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,3600 BLOCK PARTRIDGE PATH,ANN ARBOR,2019-12-05 10:50:00,LARCENY - ALL OTHER,-83.72048599854003,42.23315260046081
190055167,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1500 BLOCK PINE VALLEY BLVD,ANN ARBOR,2019-11-29 05:00:30,FRAUD,-83.72529760103237,42.251059299559586
190054503,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,3000 BLOCK PLYMOUTH RD,ANN ARBOR,2019-11-01 13:00:00,FRAUD,-83.70118969938949,42.303280399406276
190044566,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,3100 BLOCK PROFESSIONAL DR,ANN ARBOR,2019-10-04 14:11:00,INTIMIDATION / STALKING,-83.69711289856855,42.255426900437726
190055678,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,600 BLOCK CHURCH ST,ANN ARBOR,2019-12-06 02:15:00,LARCENY - ALL OTHER,-83.73427439966696,42.27445359960814
190055634,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2019-12-06 00:19:00,LARCENY - RETAIL FRAUD,-83.74114229963482,42.27868369998646
190055641,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,MAYNARD ST & E LIBERTY ST,ANN ARBOR,2019-12-06 01:59:00,PUBLIC PEACE,-83.7420208998289,42.279371400486525
190016578,FORCIBLE SODOMY,1173,CSC IST DEGREE -PENETRATION ORAL/ANAL,A,400 BLOCK HAMILTON PL,ANN ARBOR,2019-04-25 04:15:00,SEX OFFENSES - CSC,-83.7453748010218,42.27749550066682
190055668,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK CHAPIN ST,ANN ARBOR,2019-12-06 05:30:00,LARCENY - FROM AUTO (LFA),-83.75329939883125,42.28253009996979
190055616,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,1100 BLOCK W HURON ST,ANN ARBOR,2019-12-05 02:00:00,LARCENY - ALL OTHER,-83.76178309967321,42.28159209955976
190055460,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,700 BLOCK BALL AVE NE,ANN ARBOR,2019-12-05 00:36:00,OBSTRUCTING JUSTICE,-85.63287550091894,42.974954800238834
190055710,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,3300 BLOCK COLUMBUS LN,ANN ARBOR,2019-12-06 11:00:00,FRAUD,-83.79661729931087,42.28770419977991
190055743,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,500 BLOCK S FIRST ST,ANN ARBOR,2019-12-06 05:15:00,DAMAGE TO PROPERTY,-83.75125120038513,42.274729998613
190055523,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,600 BLOCK HILL ST,ANN ARBOR,2019-12-04 23:00:00,BURGLARY - RESIDENTIAL,-83.74101900018655,42.27205899890271
190055681,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1800 BLOCK ORCHARD ST,ANN ARBOR,2019-12-04 09:45:00,LARCENY - ALL OTHER,-83.77043149911395,42.28085409987682
190055758,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,300 BLOCK S STATE ST,ANN ARBOR,2019-12-06 15:08:00,FRAUD,-83.74114229963482,42.27868369998646
190055693,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,2300 BLOCK PLYMOUTH RD,ANN ARBOR,2019-12-06 12:29:00,INTIMIDATION / STALKING,-83.7146020011491,42.30119229981511
190055616,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1100 BLOCK W HURON ST,ANN ARBOR,2019-12-05 02:00:00,LARCENY - ALL OTHER,-83.76178309967321,42.28159209955976
190055782,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK CHAPIN ST,ANN ARBOR,2019-12-06 00:22:30,LARCENY - FROM AUTO (LFA),-83.75321649952986,42.28271739965072
190055809,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2903,DAMAGE TO PROPERTY - PUBLIC PROPERTY - MDOP,A,CROSS ST & S DIVISION ST,ANN ARBOR,2019-12-06 23:54:00,DAMAGE TO PROPERTY,-83.74441920054778,42.27261529992512
190055792,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,300 BLOCK S MAIN ST,ANN ARBOR,2019-11-08 21:09:30,FRAUD,-83.74882650057026,42.27879889940522
190055755,ALL OTHER,8011,ACCIDENT - FAIL TO STOP AND IDENTIFY,B,E ELLSWORTH RD & PLATT RD,ANN ARBOR,2019-12-06 16:55:00,ACCIDENT - HIT & RUN,-83.69967289987528,42.23037040034632
190055837,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,3000 BLOCK JACKSON AVE,ANN ARBOR,2019-12-07 03:28:00,ASSAULT - AGGRAVATED,-83.79209909988526,42.284579900421704
190055731,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1500 BLOCK WASHTENAW AVE,ANN ARBOR,2019-12-05 23:00:00,LARCENY - ALL OTHER,-83.7299713000233,42.27333409953826
190055838,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,200 BLOCK S MAIN ST,ANN ARBOR,2019-12-07 03:58:00,LARCENY - ALL OTHER,-83.74900540122064,42.27974529984584
190055820,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,1300 BLOCK S UNIVERSITY AVE,ANN ARBOR,2019-12-07 01:16:00,LARCENY - RETAIL FRAUD,-83.73282190038651,42.27456600001676
190055864,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,1700 BLOCK CREAL CRESCENT,ANN ARBOR,2019-12-06 11:00:00,FRAUD,-83.77557440081068,42.297163800169756
190055862,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,800 BLOCK OAKLAND AVE,ANN ARBOR,2019-12-07 00:30:00,BURGLARY - RESIDENTIAL,-83.73873569988575,42.27137950043243
190055929,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK S ASHLEY ST,ANN ARBOR,2019-12-07 19:22:00,PUBLIC PEACE,-83.75006330006659,42.27947719987117
190055940,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK S ASHLEY ST,ANN ARBOR,2019-12-07 20:18:00,ASSAULT - SIMPLE,-83.75006330006659,42.27947719987117
190055935,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK OAKLAND AVE,ANN ARBOR,2019-12-06 22:45:00,LARCENY - ALL OTHER,-83.73722090037882,42.27051010027179
190056016,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,3300 BLOCK WASHTENAW AVE,ANN ARBOR,2019-12-08 05:55:00,BURGLARY - ALL OTHER,-83.6934245011596,42.25548689865582
190055959,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2700 BLOCK CANTERBURY RD,ANN ARBOR,2019-12-07 16:15:00,BURGLARY - RESIDENTIAL,-83.7046983001448,42.252058200191016
190055725,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1700 BLOCK SANFORD PL,ANN ARBOR,2019-12-06 13:22:30,LARCENY - ALL OTHER,-83.76918719959036,42.25941799994712
190053342,EMBEZZLEMENT,2701,EMBEZZLEMENT - BUSINESS PROPERTY,A,500 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-31 02:15:00,EMBEZZLEMENT,-83.7486318998628,42.24077990018941
190056072,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1400 BLOCK BURGUNDY RD,ANN ARBOR,2019-12-08 16:50:00,BURGLARY - RESIDENTIAL,-83.69564620123646,42.2930648002681
190056060,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK E JEFFERSON ST,ANN ARBOR,2019-12-07 13:07:30,LARCENY - FROM AUTO (LFA),-83.74610089966149,42.276058300441946
190056038,ALL OTHER,4877,FLEEING OR ELUDING POLICE (PENAL CODE),B,N MAPLE RD & JACKSON AVE,ANN ARBOR,2019-12-08 11:13:00,OBSTRUCTING POLICE,-83.78034920016916,42.28053419971383
190056073,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,700 BLOCK TAPPAN ST,ANN ARBOR,2019-12-06 02:30:00,FRAUD,-83.73854880120632,42.27265410006618
190056089,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,400 BLOCK S 5TH AVE,ANN ARBOR,2019-10-24 07:30:00,DAMAGE TO PROPERTY,-83.74595570013366,42.27729699994518
190056087,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,100 BLOCK E WILLIAM ST,ANN ARBOR,2019-12-07 21:55:00,DAMAGE TO PROPERTY,-83.74767820139567,42.278421799034334
191000669,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK E MADISON,ANN ARBOR,2019-12-05 18:55:00,LARCENY - ALL OTHER,-83.74595570013366,42.273959799812985
191000670,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1200 BLOCK WISTERIA DRIVE APARTMENT 423,ANN ARBOR,2019-12-07 03:30:00,LARCENY - FROM AUTO (LFA),-83.73433689989417,42.25821839958604
191000671,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2200 BLOCK HEMLOCK CT,ANN ARBOR,2019-12-07 01:41:30,LARCENY - ALL OTHER,-83.71039309984792,42.23275880002916
191000673,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,600 BLOCK N 4TH AVE,ANN ARBOR,2019-06-08 12:00:30,LARCENY - ALL OTHER,-83.7464863000626,42.286706900154286
191000672,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,600 BLOCK N 4TH AVE,ANN ARBOR,2019-12-04 18:45:00,LARCENY - ALL OTHER,-83.7464863000626,42.286706900154286
191000665,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK EDGEWOOD AVE,ANN ARBOR,2019-12-06 03:00:00,LARCENY - ALL OTHER,-83.75487600056289,42.26589109947969
191000666,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1200 BLOCK HARPST ST,ANN ARBOR,2019-12-03 04:00:00,LARCENY - ALL OTHER,-83.73165980016176,42.25631739967508
191000674,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,900 BLOCK ABERDEEN DR,ANN ARBOR,2019-12-06 01:15:30,LARCENY - ALL OTHER,-83.70598540082398,42.269202399517724
190056133,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1500 BLOCK WELLS ST,ANN ARBOR,2019-12-03 04:00:00,LARCENY - ALL OTHER,-83.72950169931607,42.26724930041735
191000675,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2200 BLOCK FULLER CT,ANN ARBOR,2019-11-30 14:00:00,LARCENY - ALL OTHER,-83.71697899879058,42.28518300061427
190056099,ALL OTHER,8011,ACCIDENT - FAIL TO STOP AND IDENTIFY,B,S STATE ST & E WILLIAM ST,ANN ARBOR,2019-12-08 22:00:00,ACCIDENT - HIT & RUN,-83.74077319929296,42.277837199909015
190056111,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2019-12-08 06:55:00,ASSAULT - SIMPLE,-83.71492200031247,42.24386890041927
190056135,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,800 BLOCK SOULE BLVD,ANN ARBOR,2019-11-20 11:30:00,ASSAULT - SIMPLE,-83.76431349987234,42.27225529961635
190056119,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,S STATE ST & E EISENHOWER PKWY,ANN ARBOR,2019-12-09 01:31:00,OUI OF LIQUOR / DRUGS,-83.73917060146681,42.243791100136434
190056221,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,700 BLOCK S FOREST AVE,ANN ARBOR,2019-11-25 18:48:30,FORGERY / COUNTERFEITING,-83.73271810000915,42.27266160009344
190056229,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK N MAPLE RD,ANN ARBOR,2019-12-08 18:32:30,LARCENY - RETAIL FRAUD,-83.78156689859605,42.28485300041456
190056199,POCKETPICKING,2301,LARCENY - POCKET PICKING,A,100 BLOCK S MAIN ST,ANN ARBOR,2019-12-07 19:00:00,LARCENY - ALL OTHER,-83.74892229991855,42.281045099571145
190056200,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,700 BLOCK BERKSHIRE RD,ANN ARBOR,2019-12-08 13:22:30,LARCENY - ALL OTHER,-83.72049889958697,42.27282229967767
190056161,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,900 BLOCK SYBIL ST,ANN ARBOR,2019-12-09 10:49:00,DAMAGE TO PROPERTY,-83.74288509897065,42.2704165009315
190056173,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,OAK VALLEY DR & WATERS RD,ANN ARBOR,2019-12-09 12:02:00,OBSTRUCTING JUSTICE,-83.77123879904883,42.24329530033401
190056173,AGGRAVATED ASSAULT,1311,AGG/FEL ASSAULT - POLICE OFFICER - OTHER WEAPON,A,OAK VALLEY DR & WATERS RD,ANN ARBOR,2019-12-09 12:02:00,ASSAULT - AGGRAVATED,-83.77123879904883,42.24329530033401
190056173,ALL OTHER,4801,RESISTING OFFICER,B,OAK VALLEY DR & WATERS RD,ANN ARBOR,2019-12-09 12:02:00,OBSTRUCTING POLICE,-83.77123879904883,42.24329530033401
191000667,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1300 BLOCK SOUTH UNIVERSITY ST,ANN ARBOR,2019-12-03 00:00:00,LARCENY - ALL OTHER,-83.73282190038651,42.27456600001676
191000676,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1200 BLOCK WASHTENAW CT,ANN ARBOR,2019-12-08 16:00:00,DAMAGE TO PROPERTY,-83.73408759998784,42.2769175005655
190056164,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2400 BLOCK SANDALWOOD CIR,ANN ARBOR TWP,2019-12-09 10:51:00,LARCENY - FROM AUTO (LFA),-83.70893589855035,42.30835939987071
190056159,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,200 BLOCK N INGALLS ST,ANN ARBOR,2019-12-06 00:00:00,FRAUD,-83.73848239996488,42.282337900271045
190056302,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,200 BLOCK E HURON ST,ANN ARBOR,2019-12-10 06:55:00,ASSAULT - SIMPLE,-83.74711750035732,42.28111919984053
190056206,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,400 BLOCK PINE BRAE DR,ANN ARBOR TWP,2019-12-03 12:00:00,FORGERY / COUNTERFEITING,-83.67976040148454,42.278787400363456
190056167,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,600 BLOCK CHURCH ST,ANN ARBOR,2019-11-30 13:11:00,FRAUD,-83.7343420009127,42.27469800049664
190056315,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1600 BLOCK NEWPORT RD,ANN ARBOR,2019-12-09 15:07:00,ASSAULT - SIMPLE,-83.76658910014515,42.29649999975652
190056410,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,500 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-12-10 16:21:00,LARCENY - RETAIL FRAUD,-83.7486318998628,42.24077990018941
190056374,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,300 BLOCK S FIFTH AVE,ANN ARBOR TWP,2019-12-10 12:41:00,OBSTRUCTING JUSTICE,-83.74640339976122,42.27834699976239
191000678,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,1300 BLOCK S FOREST AVE,ANN ARBOR,2019-12-06 02:30:00,LARCENY - ALL OTHER,-83.73221500118012,42.26561200046507
190056184,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,LIBRARY LN & S DIVISION ST,ANN ARBOR,2019-12-09 12:45:00,DAMAGE TO PROPERTY,-83.74410950042187,42.278580099609826
190056417,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,300 BLOCK MAYNARD ST,ANN ARBOR,2019-12-10 15:37:00,SEX OFFENSES - CSC,-83.74164400145872,42.27820969926324
190056397,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,1900 BLOCK W STADIUM BLVD,ANN ARBOR,2019-12-06 11:59:30,FORGERY / COUNTERFEITING,-83.77275409955763,42.270009400451556
190056314,FAMILY OFFENSE NONVIOLENT,3806,NEGLECT CHILD,B,2500 BLOCK TOWNER BLVD,ANN ARBOR,2019-12-10 08:47:00,FAMILY OFFENSE,-83.71119580076606,42.25124440023251
190054041,ALL OTHER,8011,ACCIDENT - FAIL TO STOP AND IDENTIFY,B,S UNIVERSITY AVE & S FOREST AVE,ANN ARBOR,2019-11-26 09:57:00,ACCIDENT - HIT & RUN,-83.73311420044911,42.27502369968073
